player_Id,player_name,country,players_birthdate,players_age,goals_score,Info source
30,"	Kevin Pina",Cape Verde,27/01/1997,29,1,https://fbref.com/en/comps/1/World-Cup-Stats
31,"	Hélio Varela",Cape Verde,3/05/2002,24,1,https://fbref.com/en/comps/1/World-Cup-Stats
32,Derrick Luckassen,Ghana,3/07/1995,30,1,https://fbref.com/en/comps/1/World-Cup-Stats
33,Caleb Yirenkyi,Ghana,15/01/2006,20,1,https://fbref.com/en/comps/1/World-Cup-Stats
34,"	Riyad Mahrez", Algeria,21/02/1991,35,2,https://fbref.com/en/comps/1/World-Cup-Stats
35,Breel Embolo, Switzerland,14/02/1997,29,2,https://fbref.com/en/comps/1/World-Cup-Stats
36,Johan Manzambi, Switzerland,14/10/2005,20,3,https://fbref.com/en/comps/1/World-Cup-Stats
37,Mohamed Salah,Egypt,15/06/1992,34,1,https://fbref.com/en/comps/1/World-Cup-Stats
38,"	Jaminton Campaz",Colombia,24/05/2000,26,1,https://fbref.com/en/comps/1/World-Cup-Stats
39,"	Daniel Muñoz",Colombia,26/05/1996,30,2,https://fbref.com/en/comps/1/World-Cup-Stats
40,"	Ramin Rezaeian",Iran,21/03/1990,36,2,https://fbref.com/en/comps/1/World-Cup-Stats
41,"	Maxi Araújo",Uruguay,15/02/2000,26,2,https://fbref.com/en/comps/1/World-Cup-Stats
42,Erim Alajbegović,Bosnia and Herzegovina,21/09/2007,18,1,https://fbref.com/en/comps/1/World-Cup-Stats
43,Ermin Mahmić,Bosnia and Herzegovina,14/03/2005,21,2,https://fbref.com/en/comps/1/World-Cup-Stats
44,Hazem Mastouri,Tunisia,18/06/1997,29,1,https://fbref.com/en/comps/1/World-Cup-Stats
45,Yasin Ayari,Sweden,6/10/2003,22,2,https://fbref.com/en/comps/1/World-Cup-Stats
46,Wilson Isidor,Haiti,27/08/2000,25,1,https://fbref.com/en/comps/1/World-Cup-Stats
47,Arda Güler,Türkiye,24/02/2005,21,1,https://fbref.com/en/comps/1/World-Cup-Stats
48,"	Kaan Ayhan",Türkiye,10/11/1994,31,1,https://fbref.com/en/comps/1/World-Cup-Stats
49,Ladislav Krejčí,Czechia,20/04/1999,27,1,https://fbref.com/en/comps/1/World-Cup-Stats
50,Hassan Al-Haydos,Qatar ,11/12/1990,35,1,https://fbref.com/en/comps/1/World-Cup-Stats
51,Brian Brobbey,Netherlands,1/02/2002,24,3,https://fbref.com/en/comps/1/World-Cup-Stats
52,"	Virgil van Dijk",Netherlands,8/07/1991,34,1,https://fbref.com/en/comps/1/World-Cup-Stats
53,Ayman Hussein,Iraq,22/03/1996,30,1,https://fbref.com/en/comps/1/World-Cup-Stats
54,Ivan Perišić,Croatia,2/02/1989,37,1,https://fbref.com/en/comps/1/World-Cup-Stats
55,Petar Sučić,Croatia,25/10/2003,22,1,https://fbref.com/en/comps/1/World-Cup-Stats
56,Elijah Just,New Zealand,1/05/2000,26,3,https://fbref.com/en/comps/1/World-Cup-Stats
57,Nicolas Pépé,Côte d'Ivoire,29/05/1995,31,2,https://fbref.com/en/comps/1/World-Cup-Stats
58,Jonathan David,Canada,14/01/2000,26,3,https://fbref.com/en/comps/1/World-Cup-Stats
59,Nathan Saliba,Canada,7/02/2004,22,1,https://fbref.com/en/comps/1/World-Cup-Stats
60,"	Enzo Fernández", Argentina,17/01/2001,25,2,https://fbref.com/en/comps/1/World-Cup-Stats
61,Jordan Henderson,England,17/06/1990,36,0,https://fbref.com/en/comps/1/World-Cup-Stats
62,Nicolas Raskin,Belgium ,23/02/2001,25,0,https://fbref.com/en/comps/1/World-Cup-Stats
63,Arthur Theate,Belgium ,25/05/2000,26,0,https://fbref.com/en/comps/1/World-Cup-Stats
64,Ardon Jashari,Switerland,30/07/2002,23,0,https://fbref.com/en/comps/1/World-Cup-Stats
65,Djibril Sow,Switerland,6/02/1997,29,0,https://fbref.com/en/comps/1/World-Cup-Stats
66,Haissem Hassan,Egypt,8/02/2002,24,0,https://fbref.com/en/comps/1/World-Cup-Stats
67,Ayoub El Kaabi,Morroco ,26/06/1993,32,0,https://fbref.com/en/comps/1/World-Cup-Stats
68,João Félix,Portugal,10/11/1999,26,0,https://fbref.com/en/comps/1/World-Cup-Stats
69,Nuno Mendes,Portugal,19/06/2002,24,1,https://fbref.com/en/comps/1/World-Cup-Stats
70,Weston McKennie,USA,28/08/1998,27,0,https://fbref.com/en/comps/1/World-Cup-Stats
71,Mikel Oyarzabal,Spain,21/04/1997,29,5,https://fbref.com/en/comps/1/World-Cup-Stats
72,Cyle Larin,Canada,17/04/1995,31,2,https://fbref.com/en/comps/1/World-Cup-Stats
73,Promise David,Canada,3/07/2001,24,1,https://fbref.com/en/comps/1/World-Cup-Stats
74,Matthieu Epolo,Congo DRC,15/04/2005,21,0,https://fbref.com/en/comps/1/World-Cup-Stats
75,Marko Arnautović,Austria,19/04/1989,37,2,https://fbref.com/en/comps/1/World-Cup-Stats
76,"	Marcel Sabitzer",Austria,17/03/1994,32,1,https://fbref.com/en/comps/1/World-Cup-Stats
77,"	Ali Olwan",Jordan,26/03/2000,26,1,https://fbref.com/en/comps/1/World-Cup-Stats
78,Teboho Mokoena,South Africa,24/01/1997,29,1,https://fbref.com/en/comps/1/World-Cup-Stats
79,"	Omar Rekik",Tunisia,20/12/2001,24,1,https://fbref.com/en/comps/1/World-Cup-Stats
80,"	Abbosbek Fayzullayev",Uzbekistan,3/10/2003,22,1,https://fbref.com/en/comps/1/World-Cup-Stats
81,Eldor Shomurodov,Uzbekistan,29/06/1995,30,1,https://fbref.com/en/comps/1/World-Cup-Stats
82,Hwang In-beom,Korea Republic,20/09/1996,29,1,https://fbref.com/en/comps/1/World-Cup-Stats
83,"	Julián Quiñones",Mexico,24/03/1997,29,4,https://fbref.com/en/comps/1/World-Cup-Stats
84,Raúl Jiménez,Mexico,5/05/1991,35,3,https://fbref.com/en/comps/1/World-Cup-Stats
85,"	Bradley Barcola",France,9/02/2002,24,3,https://fbref.com/en/comps/1/World-Cup-Stats
86,"	Ayase Ueda",Japan,10/09/1998,27,2,https://fbref.com/en/comps/1/World-Cup-Stats
87,Ismaila Sarr,Senegal,25/02/1998,28,4,https://fbref.com/en/comps/1/World-Cup-Stats
88,Habib Diarra,Senegal,3/01/2004,22,2,https://fbref.com/en/comps/1/World-Cup-Stats
89,"	Malik Tillman",USA,28/05/2002,24,2,https://fbref.com/en/comps/1/World-Cup-Stats
90,"	Alex Freeman",USA,9/08/2004,21,1,https://fbref.com/en/comps/1/World-Cup-Stats
91,Deniz Undav,Germany,19/07/1996,29,3,https://fbref.com/en/comps/1/World-Cup-Stats
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
