rank,player,team,position,goals,assists,minutes_played,source_url,retrieved_date
603,Mustafa Saadoon,IRQ,DF,0,0,24,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
604,Almoez Ali,QAT,FW,0,0,24,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
605,Yang Hyunjun,KOR,MF,0,0,25,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
606,Haris Tabakovic,BIH,FW,0,0,25,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
607,Noah Okafor,SUI,FW,0,0,25,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
608,Samir Chergui,ALG,DF,0,0,25,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
609,Samu Costa,POR,DF,0,0,26,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
610,Senne Lammens,BEL,GK,0,0,26,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
611,Amirhossein Hosseinzadeh,IRN,FW,0,0,26,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
612,Dzenis Burnic,BIH,MF,0,0,27,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
613,Evann Guessand,CIV,FW,0,0,27,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
614,Mortadha Ben Ouanes,TUN,DF,0,0,27,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
615,Kevin Castano,COL,MF,0,0,28,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
616,Adil Boulbina,ALG,FW,0,0,28,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
617,Braian Ojeda,PAR,MF,0,0,28,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
618,Sondre Langas,NOR,DF,0,0,29,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
619,Kevin Yakob,IRQ,MF,0,0,29,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
620,Eric Garcia,ESP,DF,0,0,29,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
621,Mehdi Torabi,IRN,MF,0,0,29,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
622,Martin Zubimendi,ESP,MF,0,0,29,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
623,Marco Friedl,AUT,DF,0,0,30,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
627,Awer Mabil,AUS,FW,0,0,31,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
628,Luis Chavez,MEX,MF,0,0,31,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
629,Mohamed Amoura,ALG,FW,0,0,31,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
630,Duckens Nazon,HAI,FW,0,0,31,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
631,Francis De Vries,NZL,DF,0,0,32,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
632,Francisco Trincao,POR,FW,0,0,32,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
633,Justin Kluivert,NED,MF,0,0,32,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
635,Youssef Amyn,IRQ,MF,0,0,32,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
636,Maximilian Beier,GER,FW,0,0,33,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
639,Tete Yengi,AUS,FW,0,0,33,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
640,Ayoube Amaimouni,MAR,FW,0,0,33,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
641,Samed Bazdar,BIH,FW,0,0,35,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
642,Guus Til,NED,MF,0,0,36,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
643,Bara Sapoko Ndiaye,SEN,MF,0,0,36,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
644,Jackson Porozo,ECU,DF,0,0,36,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
645,Joaquin Seys,BEL,DF,0,0,36,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
646,Jamie Leweling,GER,MF,0,0,37,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
647,Jean Philippe Mateta,FRA,FW,0,0,38,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
648,Ederson Silva,BRA,MF,0,0,38,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
649,Zineddine Belaid,ALG,DF,0,0,38,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
651,Ali Yousif,IRQ,FW,0,0,38,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
652,Luiz Henrique,BRA,FW,0,0,38,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
653,Ahmed Maknazi,IRQ,DF,0,0,38,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
654,Eray Coemert,SUI,DF,0,0,39,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
655,Patrick Wimmer,AUT,FW,0,0,39,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
656,Jordy Caicedo,ECU,FW,0,0,40,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
657,Oumar Diakite,CIV,FW,0,0,40,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
658,Ahmed Alganehi,QAT,MF,0,0,41,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
659,Alhashmi Alhussein,QAT,DF,0,0,41,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
660,Alexander Prass,AUT,MF,0,0,41,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
662,Cho Guesung,KOR,FW,0,0,41,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
664,Rebin Sulaka,IRQ,DF,0,0,41,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
666,Ali Alipour,IRN,FW,0,0,42,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
667,Axel Witsel,BEL,MF,0,0,42,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
668,Jorrel Hato,NED,DF,0,0,43,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
669,Tomas Chory,CZE,FW,0,0,43,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
670,Saleem Obaid,JOR,DF,0,0,43,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
671,Ala Alhajji,KSA,MF,0,0,43,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
672,Park Jinseob,KOR,DF,0,0,44,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
673,Nick Woltemade,GER,FW,0,0,44,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
674,Gervane Kastaneer,CUW,FW,0,0,45,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
675,Charles Pickel,COD,MF,0,0,45,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
677,Orbelin Pineda,MEX,MF,0,0,45,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
678,Taha Ali,SWE,FW,0,0,46,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
679,Igor Sergeev,UZB,FW,0,0,46,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
681,Theo Bongonda,COD,MF,0,0,47,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
682,Roger Ibanez,BRA,DF,0,0,49,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
683,Dylan Bronn,TUN,DF,0,0,49,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
684,Simon Banza,COD,FW,0,0,49,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
685,Lyndon Dykes,SCO,FW,0,0,49,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
686,Matias Vina,URU,DF,0,0,49,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
687,Jordy Alcivar,ECU,MF,0,0,49,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
688,Morten Thorsby,NOR,MF,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
689,Sontje Hansen,CUW,FW,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
690,Fredrik Andre Bjorkan,NOR,DF,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
691,Malick Thiaw,GER,DF,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
692,Mehdi Ghayedi,IRN,FW,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
694,Deniz Gul,TUR,FW,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
695,Jearl Margaritha,CUW,FW,0,0,50,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
696,Castrop Jens,KOR,DF,0,0,51,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
698,Abdulaziz Hatem,QAT,MF,0,0,51,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
699,Arya Yousefi,IRN,DF,0,0,51,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
700,Sergio Rochet,URU,GK,0,0,51,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
701,Angelo Stiller,GER,MF,0,0,52,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
702,Ismael Diaz,PAN,MF,0,0,52,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
703,Mohamed Hadj Mahmoud,TUN,MF,0,0,52,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
704,Tomas Rodriguez,PAN,FW,0,0,53,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
705,Eom Jisung,KOR,MF,0,0,53,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
706,Yaimar Medina,ECU,DF,0,0,53,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
707,Isidro Pitta,PAR,FW,0,0,55,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
708,Can Uzun,TUR,FW,0,0,55,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
709,Ahmed Alaaeldin,QAT,FW,0,0,55,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
710,Farrukh Sayfiev,UZB,DF,0,0,55,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
711,Matias Fernandez Pardo,BEL,FW,0,0,57,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
712,Junnosuke Suzuki,JPN,DF,0,0,58,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
713,Wout Weghorst,NED,FW,0,0,58,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
714,Vladimir Darida,CZE,MF,0,0,58,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
715,Alireza Jahanbakhsh,IRN,MF,0,0,58,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
716,Elias Achouri,TUN,FW,0,0,58,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
717,Dan Burn,ENG,DF,0,0,59,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
718,Denis Visinsky,CZE,FW,0,0,59,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
719,Alan Minda,ECU,MF,0,0,59,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
720,Lyle Foster,RSA,FW,0,0,59,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
721,Kojo Peprah Oppong,GHA,DF,0,0,61,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
722,Mathieu Choiniere,CAN,MF,0,0,61,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
723,Brian Rodriguez,URU,FW,0,0,61,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
724,Cedric Itten,SUI,FW,0,0,62,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
725,Prince Adu,GHA,FW,0,0,62,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
726,Marko Farji,IRQ,FW,0,0,62,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
727,Kim Jingyu,KOR,MF,0,0,64,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
728,Alex Arce,PAR,FW,0,0,64,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
729,Igor Thiago,BRA,FW,0,0,65,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
730,Ollie Watkins,ENG,FW,0,0,65,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
731,Firas Chaouat,TUN,FW,0,0,66,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
732,Waldemar Anton,GER,DF,0,0,66,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
733,Mathew Leckie,AUS,FW,0,0,67,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
734,Dominique Simon,HAI,MF,0,0,68,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
735,Quinten Timber,NED,MF,0,0,68,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
736,Besfort Zeneli,SWE,MF,0,0,69,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
737,Ibrahima Konate,FRA,DF,0,0,69,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
738,Alexandro Maidana,PAR,DF,0,0,69,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
739,Joris Kayembe,COD,DF,0,0,69,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
740,Telmo Arcanjo,CPV,MF,0,0,69,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
742,Sultan Mandash,KSA,FW,0,0,71,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
743,Henrik Falchener,NOR,DF,0,0,71,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
744,Luka Vuskovic,CRO,DF,0,0,71,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
747,Danilo Santos,BRA,MF,0,0,73,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
748,Hossam Abdelmaguid,EGY,DF,0,0,73,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
749,Kim Moonhwan,KOR,DF,0,0,74,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
750,Ayoub El Kaabi,MAR,FW,0,0,74,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
751,Mohammad Abualnadi,JOR,DF,0,0,75,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
752,Kristian Thorstvedt,NOR,MF,0,0,75,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
753,Jason Geria,AUS,DF,0,0,75,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
755,Oston Urunov,UZB,MF,0,0,75,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
756,Ruben Neves,POR,MF,0,0,76,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
757,Azarias Londono,PAN,FW,0,0,76,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
758,Diego Moreira,BEL,MF,0,0,76,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
759,Ali Azaizeh,JOR,FW,0,0,78,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
760,Diogo Dalot,POR,DF,0,0,78,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
761,Aaron Hickey,SCO,DF,0,0,79,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
762,Jesse Randall,NZL,FW,0,0,79,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
765,Kai Trewin,AUS,DF,0,0,81,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
766,Nico Paz,ARG,FW,0,0,81,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
767,Andrej Kramaric,CRO,FW,0,0,81,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
768,Brenden Aaronson,USA,FW,0,0,82,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
769,Hamza Abdelkarim,EGY,FW,0,0,83,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
770,Yeremy Pino,ESP,FW,0,0,83,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
771,Zizo,EGY,FW,0,0,84,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
772,Jeremy Antonisse,CUW,FW,0,0,85,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
774,Gavi,ESP,MF,0,0,85,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
775,Cecilio Waterman,PAN,FW,0,0,85,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
776,Obed Vargas,MEX,MF,0,0,85,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
780,Ardon Jashari,SUI,MF,0,0,87,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
781,Guillermo Martinez,MEX,FW,0,0,87,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
782,Nishan Velupillay,AUS,FW,0,0,88,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
784,Abdullah Alhamddan,KSA,FW,0,0,88,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
785,Munaf Younus,IRQ,DF,0,0,89,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
786,Luca Jaquez,SUI,DF,0,0,89,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
787,Santiago Arias,COL,DF,0,0,89,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
788,Ivan Toney,ENG,FW,0,0,89,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
789,Timothy Weah,USA,FW,0,0,90,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
791,Garry Rodrigues,CPV,MF,0,0,90,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
792,Jorge Gutierrez,PAN,DF,0,0,90,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
793,Ajdin Hrustic,AUS,FW,0,0,90,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
794,Odiljon Xamrobekov,UZB,MF,0,0,90,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
795,Mohamed Manai,QAT,FW,0,0,91,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
796,Alidu Seidu,GHA,DF,0,0,92,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
797,Gilson Benchimol,CPV,FW,0,0,93,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
800,Bazoumana Toure,CIV,FW,0,0,94,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
801,Pape Matar Sarr,SEN,MF,0,0,94,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
802,Antonio Sanabria,PAR,FW,0,0,95,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
803,Fabinho,BRA,MF,0,0,95,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
804,Armin Gigovic,BIH,MF,0,0,95,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
806,Oguz Aydin,TUR,FW,0,0,97,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
807,Ayumu Seko,JPN,DF,0,0,97,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
808,Sebastian Tounekti,TUN,MF,0,0,98,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
809,Fidel Escobar,PAN,DF,0,0,98,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
810,Deiver Machado,COL,DF,0,0,99,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
811,Wagner Pina,CPV,DF,0,0,99,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
812,Stepan Chaloupek,CZE,DF,0,0,99,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
813,Tsuyoshi Watanabe,JPN,DF,0,0,99,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
814,David Doudera,CZE,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
